timestamp,src_ip,dst_ip,dst_port,proto,bytes_sent,bytes_recv,duration_sec
2026-09-20T05:36:21,10.20.0.25,93.184.215.12,443,tcp,5978,18419,5.04
2026-09-20T05:39:25,10.20.0.27,93.184.215.12,80,tcp,5004,42069,9.18
2026-09-20T05:39:27,10.20.0.77,185.220.101.42,443,tcp,360,200,0.32
2026-09-20T05:44:04,10.20.0.33,93.184.214.88,80,tcp,5518,21293,2.17
2026-09-20T05:44:33,10.20.0.77,185.220.101.42,443,tcp,357,186,0.53
2026-09-20T05:48:42,10.20.0.13,93.184.216.35,443,tcp,2383,35475,9.81
2026-09-20T05:49:30,10.20.0.77,185.220.101.42,443,tcp,376,204,0.35
2026-09-20T05:54:01,10.20.0.36,93.184.216.35,443,tcp,1333,16884,0.72
2026-09-20T05:54:24,10.20.0.77,185.220.101.42,443,tcp,348,199,0.43
2026-09-20T05:54:26,10.20.0.15,93.184.216.35,80,tcp,557,27426,4.44
2026-09-20T05:59:29,10.20.0.77,185.220.101.42,443,tcp,365,193,0.59
2026-09-20T06:04:33,10.20.0.77,185.220.101.42,443,tcp,340,181,0.46
2026-09-20T06:05:16,10.20.0.23,93.184.215.12,80,tcp,2655,32234,9.41
2026-09-20T06:09:36,10.20.0.77,185.220.101.42,443,tcp,340,208,0.4
2026-09-20T06:10:16,10.20.0.14,93.184.215.12,443,tcp,2398,32817,1.84
2026-09-20T06:10:41,10.20.0.31,93.184.216.34,443,tcp,4422,44006,7.63
2026-09-20T06:11:36,10.20.0.38,93.184.214.88,443,tcp,6196,5415,6.61
2026-09-20T06:14:44,10.20.0.77,185.220.101.42,443,tcp,352,180,0.5
2026-09-20T06:15:27,10.20.0.35,93.184.214.88,443,tcp,921,29120,10.15
2026-09-20T06:19:00,10.20.0.29,93.184.216.35,443,tcp,1651,41653,5.98
2026-09-20T06:19:28,10.20.0.15,93.184.216.35,443,tcp,2805,48872,8.4
2026-09-20T06:19:43,10.20.0.77,185.220.101.42,443,tcp,354,202,0.56
2026-09-20T06:21:11,10.20.0.13,93.184.216.34,443,tcp,321,23977,9.5
2026-09-20T06:22:42,10.20.0.25,93.184.214.88,443,tcp,1686,38860,5.29
2026-09-20T06:23:42,10.20.0.13,93.184.216.34,443,tcp,5946,1243,2.05
2026-09-20T06:23:48,10.20.0.14,93.184.214.88,443,tcp,5964,15580,6.05
2026-09-20T06:24:44,10.20.0.77,185.220.101.42,443,tcp,348,183,0.42
2026-09-20T06:29:45,10.20.0.77,185.220.101.42,443,tcp,350,182,0.55
2026-09-20T06:30:56,10.20.0.39,93.184.216.34,443,tcp,6779,47294,8.91
2026-09-20T06:31:47,10.20.0.17,93.184.216.34,80,tcp,764,30980,10.41
2026-09-20T06:33:03,10.20.0.31,93.184.216.34,80,tcp,7924,46923,2.59
2026-09-20T06:34:12,10.20.0.27,93.184.215.12,443,tcp,1040,5747,4.0
2026-09-20T06:34:46,10.20.0.77,185.220.101.42,443,tcp,358,194,0.52
2026-09-20T06:37:14,10.20.0.25,93.184.216.35,443,tcp,6735,17431,4.15
2026-09-20T06:39:54,10.20.0.77,185.220.101.42,443,tcp,361,193,0.57
2026-09-20T06:40:50,10.20.0.18,93.184.214.88,443,tcp,7363,5440,5.37
2026-09-20T06:43:52,10.20.0.21,93.184.214.88,443,tcp,1728,29714,0.63
2026-09-20T06:44:50,10.20.0.77,185.220.101.42,443,tcp,361,208,0.45
2026-09-20T06:48:43,10.20.0.20,93.184.214.88,443,tcp,639,24029,11.43
2026-09-20T06:49:48,10.20.0.77,185.220.101.42,443,tcp,350,210,0.57
2026-09-20T06:51:12,10.20.0.36,93.184.214.88,443,tcp,2731,12005,5.94
2026-09-20T06:52:06,10.20.0.33,93.184.214.88,443,tcp,5493,4076,9.43
2026-09-20T06:54:41,10.20.0.34,93.184.216.35,80,tcp,4416,31093,6.04
2026-09-20T06:54:50,10.20.0.19,93.184.216.35,443,tcp,4944,48717,6.55
2026-09-20T06:54:52,10.20.0.77,185.220.101.42,443,tcp,341,187,0.37
2026-09-20T06:55:20,10.20.0.29,93.184.215.12,443,tcp,5346,6867,10.85
2026-09-20T06:56:06,10.20.0.11,93.184.215.12,80,tcp,5718,40147,7.27
2026-09-20T06:59:48,10.20.0.77,185.220.101.42,443,tcp,353,203,0.31
2026-09-20T07:01:00,10.20.0.14,93.184.216.34,80,tcp,841,45269,5.28
2026-09-20T07:04:56,10.20.0.77,185.220.101.42,443,tcp,350,183,0.41
2026-09-20T07:09:49,10.20.0.77,185.220.101.42,443,tcp,364,208,0.49
2026-09-20T07:10:25,10.20.0.21,93.184.214.88,443,tcp,7973,44031,11.06
2026-09-20T07:12:08,10.20.0.23,93.184.216.34,443,tcp,2041,42943,1.87
2026-09-20T07:14:42,10.20.0.77,185.220.101.42,443,tcp,378,181,0.5
2026-09-20T07:14:50,10.20.0.29,93.184.214.88,443,tcp,529,3469,0.56
2026-09-20T07:15:43,10.20.0.34,93.184.215.12,443,tcp,2538,42829,0.8
2026-09-20T07:18:46,10.20.0.25,93.184.215.12,443,tcp,3462,21415,3.57
2026-09-20T07:19:34,10.20.0.77,185.220.101.42,443,tcp,343,202,0.33
2026-09-20T07:21:37,10.20.0.28,93.184.216.35,443,tcp,2887,34601,5.36
2026-09-20T07:22:49,10.20.0.14,93.184.216.34,443,tcp,1065,11272,5.45
2026-09-20T07:24:40,10.20.0.77,185.220.101.42,443,tcp,364,183,0.46
2026-09-20T07:28:42,10.20.0.32,93.184.214.88,443,tcp,7563,33947,5.4
2026-09-20T07:29:47,10.20.0.77,185.220.101.42,443,tcp,349,186,0.51
2026-09-20T07:32:48,10.20.0.32,93.184.214.88,443,tcp,4130,23359,6.77
2026-09-20T07:34:39,10.20.0.77,185.220.101.42,443,tcp,359,193,0.5
2026-09-20T07:39:47,10.20.0.77,185.220.101.42,443,tcp,357,199,0.48
2026-09-20T07:44:43,10.20.0.77,185.220.101.42,443,tcp,366,206,0.57
2026-09-20T07:45:38,10.20.0.26,93.184.215.12,443,tcp,7845,23372,10.58
2026-09-20T07:47:23,10.20.0.12,93.184.214.88,80,tcp,2910,36060,5.64
2026-09-20T07:49:13,10.20.0.16,93.184.215.12,443,tcp,4929,7168,9.61
2026-09-20T07:49:51,10.20.0.77,185.220.101.42,443,tcp,379,183,0.38
2026-09-20T07:51:45,10.20.0.36,93.184.216.35,443,tcp,6543,10170,9.48
2026-09-20T07:54:46,10.20.0.77,185.220.101.42,443,tcp,371,186,0.48
2026-09-20T07:56:00,10.20.0.28,93.184.216.34,443,tcp,3670,23079,8.43
2026-09-20T07:57:37,10.20.0.17,93.184.216.34,443,tcp,1828,47425,7.83
2026-09-20T07:59:45,10.20.0.31,93.184.215.12,443,tcp,2076,2603,9.68
2026-09-20T07:59:46,10.20.0.77,185.220.101.42,443,tcp,373,186,0.41
2026-09-20T08:03:22,10.20.0.33,93.184.216.35,443,tcp,2336,36761,11.22
2026-09-20T08:04:05,10.20.0.22,93.184.216.35,443,tcp,5639,38612,4.49
2026-09-20T08:04:51,10.20.0.77,185.220.101.42,443,tcp,358,185,0.31
2026-09-20T08:05:35,10.20.0.14,93.184.216.35,80,tcp,3249,45476,7.6
2026-09-20T08:09:58,10.20.0.77,185.220.101.42,443,tcp,353,202,0.58
2026-09-20T08:12:16,10.20.0.19,93.184.216.35,80,tcp,7693,4276,6.79
2026-09-20T08:15:00,10.20.0.77,185.220.101.42,443,tcp,355,180,0.3
2026-09-20T08:17:58,10.20.0.14,93.184.215.12,80,tcp,6540,21528,3.31
2026-09-20T08:19:54,10.20.0.77,185.220.101.42,443,tcp,347,206,0.47
2026-09-20T08:25:01,10.20.0.77,185.220.101.42,443,tcp,349,210,0.33
2026-09-20T08:30:09,10.20.0.77,185.220.101.42,443,tcp,344,203,0.52
2026-09-20T08:31:32,10.20.0.36,93.184.215.12,443,tcp,5098,44575,9.84
2026-09-20T08:31:55,10.20.0.27,93.184.216.35,443,tcp,1347,33523,11.92
2026-09-20T08:35:03,10.20.0.22,93.184.216.34,443,tcp,2039,2347,3.89
2026-09-20T08:35:09,10.20.0.77,185.220.101.42,443,tcp,354,194,0.6
2026-09-20T08:36:22,10.20.0.15,93.184.214.88,80,tcp,4143,14508,10.39
2026-09-20T08:37:09,10.20.0.37,93.184.216.35,443,tcp,7420,27520,0.39
2026-09-20T08:37:31,10.20.0.19,93.184.216.35,443,tcp,2010,27603,3.68
2026-09-20T08:37:36,10.20.0.16,93.184.215.12,443,tcp,5383,28560,2.08
2026-09-20T08:38:53,10.20.0.24,93.184.215.12,80,tcp,2116,35496,2.95
2026-09-20T08:39:46,10.20.0.28,93.184.215.12,443,tcp,1627,17891,0.72
2026-09-20T08:39:54,10.20.0.21,93.184.215.12,443,tcp,5411,6314,9.88
2026-09-20T08:40:10,10.20.0.77,185.220.101.42,443,tcp,356,194,0.32
2026-09-20T08:41:06,10.20.0.14,93.184.214.88,443,tcp,4820,14784,5.63
2026-09-20T08:41:18,10.20.0.11,93.184.216.35,443,tcp,7774,28974,1.48
2026-09-20T08:41:40,10.20.0.28,93.184.214.88,443,tcp,7212,27420,0.62
2026-09-20T08:42:43,10.20.0.17,93.184.216.34,443,tcp,2048,42308,2.87
2026-09-20T08:42:45,10.20.0.32,93.184.216.35,443,tcp,4712,1396,6.67
2026-09-20T08:42:50,10.20.0.25,93.184.214.88,443,tcp,2174,33240,7.69
2026-09-20T08:43:59,10.20.0.15,93.184.216.34,443,tcp,221,27272,5.46
2026-09-20T08:45:07,10.20.0.77,185.220.101.42,443,tcp,342,207,0.39
2026-09-20T08:45:31,10.20.0.28,93.184.214.88,443,tcp,5642,44292,1.12
2026-09-20T08:45:52,10.20.0.16,93.184.215.12,443,tcp,614,18938,5.99
2026-09-20T08:46:24,10.20.0.16,93.184.215.12,443,tcp,2389,26511,1.04
2026-09-20T08:49:57,10.20.0.32,93.184.216.35,80,tcp,7696,16184,6.67
2026-09-20T08:50:09,10.20.0.77,185.220.101.42,443,tcp,367,203,0.33
2026-09-20T08:51:31,10.20.0.23,93.184.214.88,443,tcp,844,26436,10.46
2026-09-20T08:52:05,10.20.0.14,93.184.216.35,443,tcp,6997,36820,2.57
2026-09-20T08:52:50,10.20.0.26,93.184.216.35,443,tcp,1511,22191,6.76
2026-09-20T08:53:38,10.20.0.21,93.184.215.12,443,tcp,3789,36100,8.47
2026-09-20T08:54:47,10.20.0.15,93.184.214.88,80,tcp,2411,42443,8.29
2026-09-20T08:55:02,10.20.0.77,185.220.101.42,443,tcp,340,207,0.34
2026-09-20T08:56:55,10.20.0.30,93.184.215.12,80,tcp,3575,36589,5.8
2026-09-20T08:58:22,10.20.0.32,93.184.216.34,443,tcp,2395,10607,4.62
2026-09-20T08:58:31,10.20.0.18,93.184.215.12,443,tcp,7912,20004,9.28
2026-09-20T08:59:59,10.20.0.77,185.220.101.42,443,tcp,361,191,0.57
2026-09-20T09:00:06,10.20.0.36,93.184.215.12,443,tcp,4169,41574,2.95
2026-09-20T09:00:35,10.20.0.31,93.184.216.34,443,tcp,3859,35114,8.47
2026-09-20T09:00:47,10.20.0.34,93.184.214.88,80,tcp,1364,38342,7.63
2026-09-20T09:01:33,10.20.0.17,93.184.216.34,443,tcp,372,39055,6.69
2026-09-20T09:04:59,10.20.0.77,185.220.101.42,443,tcp,345,191,0.54
2026-09-20T09:09:56,10.20.0.77,185.220.101.42,443,tcp,347,192,0.42
2026-09-20T09:15:02,10.20.0.77,185.220.101.42,443,tcp,357,206,0.42
2026-09-20T09:16:48,10.20.0.21,93.184.216.35,80,tcp,749,6478,10.0
2026-09-20T09:18:11,10.20.0.19,93.184.215.12,443,tcp,263,33096,8.99
2026-09-20T09:19:46,10.20.0.34,93.184.215.12,443,tcp,5163,40296,11.57
2026-09-20T09:20:09,10.20.0.77,185.220.101.42,443,tcp,366,200,0.57
2026-09-20T09:21:21,10.20.0.39,93.184.214.88,443,tcp,6315,22698,9.67
2026-09-20T09:25:06,10.20.0.77,185.220.101.42,443,tcp,347,184,0.51
2026-09-20T09:28:19,10.20.0.22,93.184.215.12,443,tcp,3924,21920,4.12
2026-09-20T09:29:59,10.20.0.77,185.220.101.42,443,tcp,350,183,0.42
2026-09-20T09:35:22,10.20.0.26,93.184.216.35,443,tcp,7676,7473,10.46
2026-09-20T09:36:40,10.20.0.26,93.184.214.88,443,tcp,7616,3829,1.2
2026-09-20T09:38:08,10.20.0.30,93.184.216.35,443,tcp,3612,41008,7.7
2026-09-20T09:38:38,10.20.0.14,93.184.216.35,443,tcp,4615,17719,8.99
2026-09-20T09:39:55,10.20.0.11,93.184.216.34,443,tcp,3759,23154,8.77
2026-09-20T09:40:14,10.20.0.22,93.184.216.35,443,tcp,3945,21220,11.16
2026-09-20T09:40:16,10.20.0.36,93.184.216.35,443,tcp,688,11373,9.53
2026-09-20T09:43:13,10.20.0.32,93.184.216.34,443,tcp,5401,11715,6.46
2026-09-20T09:44:01,10.20.0.37,93.184.216.34,443,tcp,6344,27474,11.03
2026-09-20T09:44:14,10.20.0.10,93.184.216.35,443,tcp,5956,20749,11.07
2026-09-20T09:47:07,10.20.0.33,93.184.216.34,443,tcp,2944,28636,3.34
2026-09-20T09:57:22,10.20.0.19,93.184.216.34,443,tcp,5742,36098,4.62
2026-09-20T10:00:42,10.20.0.18,93.184.214.88,443,tcp,483,40746,7.47
2026-09-20T10:00:46,10.20.0.29,93.184.215.12,80,tcp,5093,35270,3.61
2026-09-20T10:02:09,10.20.0.16,93.184.216.34,443,tcp,6831,43766,5.09
2026-09-20T10:03:22,10.20.0.26,93.184.214.88,443,tcp,6643,46402,7.51
2026-09-20T10:05:49,10.20.0.37,93.184.216.35,443,tcp,2245,10084,8.57
2026-09-20T10:13:42,10.20.0.11,93.184.214.88,443,tcp,3128,38772,12.0
2026-09-20T10:15:30,10.20.0.29,93.184.216.35,443,tcp,1867,45555,7.65
2026-09-20T10:18:21,10.20.0.22,93.184.214.88,443,tcp,5514,24044,3.77
2026-09-20T10:22:25,10.20.0.34,93.184.216.34,443,tcp,1883,34431,7.32
2026-09-20T10:25:12,10.20.0.34,93.184.216.35,443,tcp,6769,23589,2.71
2026-09-20T10:26:16,10.20.0.10,93.184.214.88,443,tcp,1076,6812,6.34
2026-09-20T10:29:12,10.20.0.24,93.184.214.88,443,tcp,436,41789,7.35
2026-09-20T10:32:21,10.20.0.38,93.184.216.34,443,tcp,2644,37721,7.27
2026-09-20T10:36:25,10.20.0.36,93.184.216.34,80,tcp,5713,33222,1.76
2026-09-20T10:36:59,10.20.0.28,93.184.215.12,443,tcp,2187,30903,4.48
2026-09-20T10:44:29,10.20.0.28,93.184.216.35,443,tcp,5204,42359,10.77
2026-09-20T10:45:50,10.20.0.19,93.184.214.88,443,tcp,6079,28425,2.08
2026-09-20T10:46:10,10.20.0.37,93.184.216.34,443,tcp,6515,35874,10.04
2026-09-20T10:49:46,10.20.0.39,93.184.216.34,443,tcp,2765,8224,2.94
2026-09-20T10:51:57,10.20.0.36,93.184.216.35,443,tcp,3263,11087,6.52
2026-09-20T10:55:15,10.20.0.37,93.184.216.35,443,tcp,6701,24190,6.15
2026-09-20T10:59:59,10.20.0.16,93.184.214.88,80,tcp,1073,16045,4.64
2026-09-20T11:01:32,10.20.0.17,93.184.215.12,443,tcp,6059,28230,9.49
2026-09-20T11:02:02,10.20.0.19,93.184.215.12,80,tcp,7230,46125,8.25
2026-09-20T11:10:13,10.20.0.15,93.184.214.88,443,tcp,7762,46608,9.26
2026-09-20T11:13:25,10.20.0.24,93.184.215.12,443,tcp,1037,9183,1.14
2026-09-20T11:14:01,10.20.0.25,93.184.216.34,443,tcp,7943,26271,6.11
2026-09-20T11:18:05,10.20.0.24,93.184.214.88,443,tcp,666,24665,10.0
2026-09-20T11:18:43,10.20.0.20,93.184.216.34,443,tcp,3941,1022,4.49
2026-09-20T11:20:57,10.20.0.22,93.184.215.12,80,tcp,7569,34419,5.47
2026-09-20T11:21:20,10.20.0.20,93.184.214.88,443,tcp,4468,32149,4.24
2026-09-20T11:21:28,10.20.0.28,93.184.214.88,80,tcp,7912,47359,2.46
2026-09-20T11:25:04,10.20.0.11,93.184.216.34,443,tcp,4105,33454,11.04
2026-09-20T11:25:14,10.20.0.23,93.184.216.34,80,tcp,7568,38287,2.36
2026-09-20T11:26:00,10.20.0.23,93.184.216.34,443,tcp,3135,14107,5.48
2026-09-20T11:27:00,10.20.0.10,93.184.216.35,443,tcp,1381,49799,9.87
2026-09-20T11:27:25,10.20.0.16,93.184.214.88,80,tcp,7447,42629,5.56
2026-09-20T11:29:19,10.20.0.13,93.184.216.35,443,tcp,1972,48905,5.86
2026-09-20T11:29:25,10.20.0.39,93.184.215.12,443,tcp,3462,36088,5.73
2026-09-20T11:31:07,10.20.0.39,93.184.215.12,443,tcp,5686,47436,3.84
2026-09-20T11:37:33,10.20.0.33,93.184.215.12,80,tcp,1271,24783,6.23
2026-09-20T11:38:09,10.20.0.31,93.184.215.12,443,tcp,4705,36031,3.56
2026-09-20T11:39:33,10.20.0.39,93.184.216.35,443,tcp,2763,27627,0.64
2026-09-20T11:42:23,10.20.0.29,93.184.214.88,443,tcp,1435,4554,5.46
2026-09-20T11:43:57,10.20.0.24,93.184.214.88,80,tcp,5734,14505,6.18
2026-09-20T11:44:05,10.20.0.37,93.184.216.35,443,tcp,2484,30043,3.0
2026-09-20T11:44:51,10.20.0.39,93.184.216.35,443,tcp,7961,34506,10.75
2026-09-20T11:45:18,10.20.0.36,93.184.215.12,443,tcp,4683,38375,1.65
2026-09-20T11:46:03,10.20.0.37,93.184.215.12,443,tcp,3802,4975,5.68
2026-09-20T11:46:53,10.20.0.11,93.184.216.34,443,tcp,5005,46682,11.01
2026-09-20T11:52:33,10.20.0.22,93.184.215.12,443,tcp,1242,13072,5.1
2026-09-20T11:57:34,10.20.0.36,93.184.216.35,443,tcp,965,42837,8.08
2026-09-20T12:05:06,10.20.0.18,93.184.216.34,443,tcp,3779,26715,8.95
2026-09-20T12:05:40,10.20.0.35,93.184.214.88,443,tcp,2385,10933,9.47
2026-09-20T12:06:13,10.20.0.27,93.184.214.88,80,tcp,7841,21588,10.45
2026-09-20T12:07:32,10.20.0.35,93.184.214.88,443,tcp,3943,10260,7.31
2026-09-20T12:11:54,10.20.0.19,93.184.214.88,443,tcp,4495,32869,10.68
2026-09-20T12:12:13,10.20.0.12,93.184.216.35,443,tcp,2040,13550,1.85
2026-09-20T12:15:18,10.20.0.13,93.184.216.34,80,tcp,992,24026,10.19
2026-09-20T12:17:25,10.20.0.18,93.184.214.88,80,tcp,3975,11525,8.82
2026-09-20T12:19:10,10.20.0.31,93.184.216.34,443,tcp,739,22106,1.22
2026-09-20T12:21:40,10.20.0.17,93.184.215.12,443,tcp,825,33955,7.64
2026-09-20T12:26:31,10.20.0.34,93.184.214.88,443,tcp,2055,9515,1.94
2026-09-20T12:27:49,10.20.0.27,93.184.215.12,443,tcp,5197,32231,2.39
2026-09-20T12:30:15,10.20.0.32,93.184.216.34,443,tcp,5493,11808,0.57
2026-09-20T12:32:23,10.20.0.30,93.184.214.88,443,tcp,2811,46133,5.05
2026-09-20T12:34:02,10.20.0.23,93.184.216.34,443,tcp,5755,44965,7.16
2026-09-20T12:37:23,10.20.0.26,93.184.215.12,443,tcp,3246,8818,9.02
2026-09-20T12:41:28,10.20.0.37,93.184.216.34,80,tcp,7288,8193,9.33
2026-09-20T12:43:40,10.20.0.39,93.184.216.34,80,tcp,636,26482,6.07
2026-09-20T12:46:49,10.20.0.10,93.184.216.35,443,tcp,4839,43579,4.87
2026-09-20T12:49:20,10.20.0.15,93.184.216.35,443,tcp,4200,12561,11.01
2026-09-20T12:49:36,10.20.0.27,93.184.215.12,443,tcp,7002,45371,5.63
2026-09-20T12:52:37,10.20.0.34,93.184.214.88,443,tcp,6339,10628,11.12
2026-09-20T12:53:41,10.20.0.12,93.184.214.88,443,tcp,3773,1728,5.57
2026-09-20T12:53:58,10.20.0.23,93.184.214.88,80,tcp,7276,48280,0.74
2026-09-20T12:57:07,10.20.0.22,93.184.216.34,443,tcp,2331,11894,0.47
2026-09-20T13:04:09,10.20.0.28,93.184.215.12,443,tcp,379,43637,4.81
2026-09-20T13:05:39,10.20.0.26,93.184.214.88,80,tcp,1007,47844,5.69
2026-09-20T13:07:22,10.20.0.18,93.184.216.34,443,tcp,5643,43027,2.07
2026-09-20T13:07:45,10.20.0.12,93.184.216.34,80,tcp,7354,31310,0.62
2026-09-20T13:08:21,10.20.0.15,93.184.215.12,443,tcp,6000,35505,1.61
2026-09-20T13:08:53,10.20.0.18,93.184.216.35,80,tcp,5064,40914,2.43
2026-09-20T13:12:56,10.20.0.38,93.184.215.12,443,tcp,674,16285,10.55
2026-09-20T13:21:25,10.20.0.27,93.184.216.34,80,tcp,4675,14822,11.88
2026-09-20T13:30:23,10.20.0.21,93.184.214.88,443,tcp,4901,9523,6.4
2026-09-20T13:44:39,10.20.0.22,93.184.216.34,443,tcp,1289,43330,10.34
2026-09-20T13:46:35,10.20.0.19,93.184.215.12,443,tcp,1655,48264,0.12
2026-09-20T13:46:55,10.20.0.12,93.184.215.12,443,tcp,7453,24200,6.97
2026-09-20T13:47:18,10.20.0.21,93.184.214.88,443,tcp,6989,31923,9.49
2026-09-20T13:48:12,10.20.0.18,93.184.214.88,443,tcp,7039,5867,5.7
2026-09-20T13:48:15,10.20.0.31,93.184.216.35,443,tcp,4862,20223,4.93
2026-09-20T13:49:46,10.20.0.28,93.184.216.35,80,tcp,4710,43400,11.33
2026-09-20T13:50:08,10.20.0.20,93.184.214.88,443,tcp,494,40965,0.91
2026-09-20T13:50:23,10.20.0.18,93.184.214.88,443,tcp,1532,24760,4.33
2026-09-20T13:56:21,10.20.0.28,93.184.216.34,443,tcp,1456,45003,5.45
2026-09-20T13:58:55,10.20.0.21,93.184.214.88,443,tcp,6680,9663,3.05
2026-09-20T14:04:27,10.20.0.19,93.184.215.12,443,tcp,7353,10354,4.07
2026-09-20T14:04:38,10.20.0.20,93.184.216.35,80,tcp,5869,33105,4.47
2026-09-20T14:05:09,10.20.0.21,93.184.215.12,443,tcp,3125,4927,4.2
2026-09-20T14:08:25,10.20.0.18,93.184.216.35,443,tcp,2812,39632,2.71
2026-09-20T14:10:07,10.20.0.31,93.184.215.12,80,tcp,6389,48979,1.77
2026-09-20T14:11:56,10.20.0.37,93.184.214.88,443,tcp,6323,48644,6.6
2026-09-20T14:16:14,10.20.0.14,93.184.216.34,443,tcp,4778,25186,7.76
2026-09-20T14:18:18,10.20.0.28,93.184.214.88,443,tcp,646,24147,0.15
2026-09-20T14:18:22,10.20.0.21,93.184.216.34,443,tcp,1836,39312,11.97
2026-09-20T14:18:25,10.20.0.32,93.184.215.12,443,tcp,3908,18322,2.88
2026-09-20T14:21:52,10.20.0.36,93.184.215.12,443,tcp,2579,3256,3.52
2026-09-20T14:24:09,10.20.0.10,93.184.216.35,80,tcp,5051,28651,4.73
2026-09-20T14:24:11,10.20.0.28,93.184.216.34,443,tcp,2672,21642,1.72
2026-09-20T14:25:49,10.20.0.30,93.184.215.12,443,tcp,3716,43457,1.19
2026-09-20T14:28:09,10.20.0.37,93.184.215.12,443,tcp,6677,26358,0.27
2026-09-20T14:28:16,10.20.0.25,93.184.214.88,443,tcp,946,42565,6.58
2026-09-20T14:28:18,10.20.0.30,93.184.216.34,443,tcp,7182,44694,10.33
2026-09-20T14:29:31,10.20.0.20,93.184.215.12,443,tcp,1129,2198,8.85
2026-09-20T14:30:05,10.20.0.39,93.184.216.34,443,tcp,1530,37459,2.96
2026-09-20T14:30:27,10.20.0.20,93.184.215.12,443,tcp,6535,18792,4.28
2026-09-20T14:34:48,10.20.0.36,93.184.216.34,80,tcp,921,21112,3.1
2026-09-20T14:35:05,10.20.0.11,93.184.216.35,443,tcp,4732,19413,0.98
2026-09-20T14:36:21,10.20.0.18,93.184.216.34,443,tcp,7680,37670,10.53
2026-09-20T14:39:17,10.20.0.18,93.184.214.88,80,tcp,858,39692,0.57
2026-09-20T14:43:24,10.20.0.37,93.184.214.88,443,tcp,6328,36552,3.07
2026-09-20T14:46:58,10.20.0.24,93.184.216.35,443,tcp,2657,45329,9.95
2026-09-20T14:47:07,10.20.0.19,93.184.214.88,443,tcp,5841,4426,1.98
2026-09-20T14:49:28,10.20.0.33,93.184.214.88,443,tcp,7304,25004,9.87
2026-09-20T14:53:46,10.20.0.31,93.184.214.88,80,tcp,6017,29588,5.92
2026-09-20T14:54:05,10.20.0.32,93.184.215.12,443,tcp,2636,16067,1.24
2026-09-20T14:55:44,10.20.0.10,93.184.216.35,443,tcp,3037,42177,10.09
2026-09-20T14:57:23,10.20.0.34,93.184.214.88,443,tcp,804,8713,11.67
2026-09-20T14:58:34,10.20.0.10,93.184.216.34,443,tcp,6116,18505,6.48
2026-09-20T15:04:22,10.20.0.34,93.184.216.35,443,tcp,699,25869,9.84
2026-09-20T15:07:31,10.20.0.23,93.184.214.88,443,tcp,5447,35664,6.5
2026-09-20T15:07:56,10.20.0.25,93.184.214.88,443,tcp,2986,40258,1.81
2026-09-20T15:08:42,10.20.0.39,93.184.216.34,443,tcp,7010,48351,1.79
2026-09-20T15:09:52,10.20.0.27,93.184.216.35,80,tcp,2189,17211,2.52
2026-09-20T15:10:27,10.20.0.29,93.184.216.34,443,tcp,3818,14353,10.97
2026-09-20T15:13:25,10.20.0.17,93.184.216.35,443,tcp,7849,38359,8.68
2026-09-20T15:13:47,10.20.0.27,93.184.216.34,443,tcp,5947,35686,7.17
2026-09-20T15:14:30,10.20.0.27,93.184.214.88,443,tcp,7422,15943,5.77
2026-09-20T15:16:07,10.20.0.17,93.184.215.12,443,tcp,3609,47704,3.91
2026-09-20T15:17:08,10.20.0.24,93.184.215.12,443,tcp,3231,20923,8.69
2026-09-20T15:17:37,10.20.0.36,93.184.214.88,443,tcp,3751,24236,7.66
2026-09-20T15:19:36,10.20.0.26,93.184.216.34,443,tcp,4101,29878,9.36
2026-09-20T15:22:13,10.20.0.29,93.184.216.34,80,tcp,3326,39552,11.95
2026-09-20T15:23:55,10.20.0.37,93.184.216.34,443,tcp,5118,20976,4.28
2026-09-20T15:25:18,10.20.0.36,93.184.215.12,443,tcp,229,22359,9.28
2026-09-20T15:26:31,10.20.0.27,93.184.214.88,443,tcp,2227,30687,4.22
2026-09-20T15:32:13,10.20.0.36,93.184.214.88,443,tcp,6292,31608,5.46
2026-09-20T15:34:19,10.20.0.26,93.184.215.12,443,tcp,3483,44360,1.24
2026-09-20T15:34:32,10.20.0.16,93.184.216.35,443,tcp,1502,18458,1.21
2026-09-20T15:35:48,10.20.0.31,93.184.215.12,443,tcp,4344,42937,4.16
2026-09-20T15:35:55,10.20.0.38,93.184.214.88,443,tcp,1996,9565,6.16
2026-09-20T15:37:24,10.20.0.37,93.184.216.34,443,tcp,7811,43611,9.97
2026-09-20T15:41:22,10.20.0.14,93.184.215.12,443,tcp,6457,26927,4.45
2026-09-20T15:41:29,10.20.0.24,93.184.214.88,443,tcp,415,6373,4.31
2026-09-20T15:43:46,10.20.0.33,93.184.215.12,443,tcp,2251,2195,1.19
2026-09-20T15:48:31,10.20.0.15,93.184.216.34,443,tcp,2912,13970,11.7
2026-09-20T15:50:08,10.20.0.18,93.184.216.34,443,tcp,5698,42280,4.93
2026-09-20T15:56:17,10.20.0.24,93.184.216.35,443,tcp,3254,19039,4.71
2026-09-20T15:57:12,10.20.0.11,93.184.216.35,443,tcp,2133,42781,4.46
2026-09-20T15:57:18,10.20.0.33,93.184.214.88,443,tcp,7446,27633,5.97
2026-09-20T16:00:37,10.20.0.24,93.184.215.12,443,tcp,7057,18100,6.81
